avhengig_var,kjønn,utdanning,alder,inntekt
10,kvinne,videregående,65,622
42,kvinne,grunnskole,70,364
89,kvinne,høyere,22,560
53,kvinne,videregående,62,228
97,mann,høyere,59,388
80,kvinne,høyere,26,203
51,mann,høyere,37,521
73,mann,grunnskole,28,455
66,mann,høyere,61,620
40,kvinne,videregående,65,336
33,mann,høyere,55,1046
41,kvinne,grunnskole,23,624
47,mann,videregående,42,1167
73,mann,grunnskole,19,1145
71,mann,grunnskole,47,403
33,mann,grunnskole,43,832
54,kvinne,grunnskole,23,1181
47,mann,høyere,25,214
91,kvinne,videregående,70,889
63,mann,grunnskole,63,408
24,kvinne,videregående,65,706
48,mann,videregående,31,814
27,kvinne,høyere,61,393
53,mann,videregående,68,349
3,kvinne,videregående,33,832
57,mann,videregående,55,900
82,kvinne,grunnskole,18,680
17,kvinne,høyere,43,903
27,kvinne,høyere,45,953
76,kvinne,grunnskole,24,770
7,mann,videregående,33,682
45,mann,grunnskole,34,716
79,kvinne,videregående,43,887
47,mann,høyere,20,794
22,kvinne,grunnskole,50,704
43,kvinne,grunnskole,23,524
90,kvinne,grunnskole,34,319
40,mann,grunnskole,49,1092
35,kvinne,videregående,36,1124
33,kvinne,høyere,38,646
21,kvinne,høyere,49,982
19,kvinne,grunnskole,30,352
6,mann,grunnskole,20,681
33,mann,høyere,47,646
14,kvinne,grunnskole,46,565
90,kvinne,videregående,49,315
92,mann,grunnskole,40,295
26,kvinne,grunnskole,28,967
65,kvinne,høyere,60,799
27,mann,høyere,67,784
23,kvinne,grunnskole,33,986
63,mann,videregående,19,491
87,mann,videregående,41,804
13,kvinne,grunnskole,19,283
58,kvinne,videregående,58,1178
34,mann,videregående,20,871
79,kvinne,videregående,64,951
72,mann,grunnskole,21,1020
82,kvinne,videregående,69,256
95,mann,høyere,56,590
11,kvinne,videregående,29,445
98,kvinne,grunnskole,19,1072
26,mann,videregående,67,612
36,mann,grunnskole,37,702
55,kvinne,høyere,56,334
45,mann,videregående,50,404
62,kvinne,videregående,48,474
72,kvinne,grunnskole,66,632
47,mann,videregående,58,636
11,mann,høyere,39,1196
59,mann,høyere,61,930
19,kvinne,høyere,58,862
67,mann,videregående,47,647
10,kvinne,videregående,27,330
87,kvinne,grunnskole,51,637
37,mann,høyere,22,1139
5,mann,høyere,45,622
12,kvinne,høyere,64,782
32,kvinne,videregående,55,283
98,mann,grunnskole,65,877
59,mann,grunnskole,43,246
10,kvinne,høyere,37,521
75,kvinne,høyere,46,838
33,kvinne,grunnskole,31,389
10,kvinne,høyere,24,644
68,mann,grunnskole,43,319
1,mann,høyere,48,671
88,kvinne,høyere,65,816
92,kvinne,videregående,57,1032
78,kvinne,høyere,61,1186
88,kvinne,videregående,23,328
17,mann,grunnskole,25,1035
2,mann,grunnskole,31,692
83,mann,høyere,33,646
80,mann,grunnskole,37,988
59,mann,videregående,45,222
14,mann,grunnskole,65,919
56,kvinne,videregående,19,1080
57,mann,grunnskole,36,783
50,mann,videregående,18,305
80,kvinne,videregående,49,954
74,kvinne,grunnskole,49,609
62,kvinne,grunnskole,63,262
67,mann,videregående,54,523
70,mann,videregående,59,627
60,mann,videregående,57,1161
82,kvinne,videregående,62,646
2,mann,videregående,64,396
60,kvinne,videregående,32,719
28,kvinne,høyere,63,872
59,mann,videregående,64,928
49,kvinne,høyere,59,952
46,kvinne,grunnskole,57,412
36,mann,høyere,48,332
22,mann,grunnskole,56,703
12,kvinne,videregående,37,440
26,mann,grunnskole,40,1102
